1554.600000,1.1200E-005,1554.600000,1.1200E-005,1554.600000,1.1200E-005
1554.650000,1.1520E-005,1554.650000,1.1520E-005,1554.650000,1.1520E-005
1554.700000,1.1890E-005,1554.700000,1.1890E-005,1554.700000,1.1890E-005
1554.750000,1.2280E-005,1554.750000,1.2280E-005,1554.750000,1.2280E-005
1554.800000,1.2490E-005,1554.800000,1.2490E-005,1554.800000,1.2490E-005
1554.850000,1.2830E-005,1554.850000,1.2830E-005,1554.850000,1.2830E-005
1554.900000,1.3390E-005,1554.900000,1.3390E-005,1554.900000,1.3390E-005
1554.950000,1.4050E-005,1554.950000,1.4050E-005,1554.950000,1.4050E-005
1555.000000,1.4070E-005,1555.000000,1.4070E-005,1555.000000,1.4070E-005
1555.050000,1.4280E-005,1555.050000,1.4280E-005,1555.050000,1.4280E-005
1555.100000,1.4790E-005,1555.100000,1.4790E-005,1555.100000,1.4790E-005
1555.150000,1.5540E-005,1555.150000,1.5540E-005,1555.150000,1.5540E-005
1555.200000,1.5890E-005,1555.200000,1.5890E-005,1555.200000,1.5890E-005
1555.250000,1.6090E-005,1555.250000,1.6090E-005,1555.250000,1.6090E-005
1555.300000,1.7000E-005,1555.300000,1.7000E-005,1555.300000,1.7000E-005
1555.350000,1.7990E-005,1555.350000,1.7990E-005,1555.350000,1.7990E-005
1555.400000,1.8260E-005,1555.400000,1.8260E-005,1555.400000,1.8260E-005
1555.450000,1.9060E-005,1555.450000,1.9060E-005,1555.450000,1.9060E-005
1555.500000,1.9990E-005,1555.500000,1.9990E-005,1555.500000,1.9990E-005
1555.550000,2.0380E-005,1555.550000,2.0380E-005,1555.550000,2.0380E-005
1555.600000,2.0970E-005,1555.600000,2.0970E-005,1555.600000,2.0970E-005
1555.650000,2.2480E-005,1555.650000,2.2480E-005,1555.650000,2.2480E-005
1555.700000,2.2880E-005,1555.700000,2.2880E-005,1555.700000,2.2880E-005
1555.750000,2.4960E-005,1555.750000,2.4960E-005,1555.750000,2.4960E-005
1555.800000,2.5530E-005,1555.800000,2.5530E-005,1555.800000,2.5530E-005
1555.850000,2.6340E-005,1555.850000,2.6340E-005,1555.850000,2.6340E-005
1555.900000,2.8710E-005,1555.900000,2.8710E-005,1555.900000,2.8710E-005
1555.950000,3.0670E-005,1555.950000,3.0670E-005,1555.950000,3.0670E-005
1556.000000,3.1370E-005,1556.000000,3.1370E-005,1556.000000,3.1370E-005
1556.050000,3.1650E-005,1556.050000,3.1650E-005,1556.050000,3.1650E-005
1556.100000,3.3210E-005,1556.100000,3.3210E-005,1556.100000,3.3210E-005
1556.150000,3.4590E-005,1556.150000,3.4590E-005,1556.150000,3.4590E-005
1556.200000,3.6860E-005,1556.200000,3.6860E-005,1556.200000,3.6860E-005
1556.250000,3.6960E-005,1556.250000,3.6960E-005,1556.250000,3.6960E-005
1556.300000,3.7940E-005,1556.300000,3.7940E-005,1556.300000,3.7940E-005
1556.350000,3.9150E-005,1556.350000,3.9150E-005,1556.350000,3.9150E-005
1556.400000,4.0930E-005,1556.400000,4.0930E-005,1556.400000,4.0930E-005
1556.450000,4.3520E-005,1556.450000,4.3520E-005,1556.450000,4.3520E-005
1556.500000,4.8240E-005,1556.500000,4.8240E-005,1556.500000,4.8240E-005
1556.550000,5.2030E-005,1556.550000,5.2030E-005,1556.550000,5.2030E-005
1556.600000,4.6970E-005,1556.600000,4.6970E-005,1556.600000,4.6970E-005
1556.650000,5.0730E-005,1556.650000,5.0730E-005,1556.650000,5.0730E-005
1556.700000,7.4690E-005,1556.700000,7.4690E-005,1556.700000,7.4690E-005
1556.750000,1.0220E-003,1556.750000,1.0220E-003,1556.750000,1.0220E-003
1556.800000,7.9180E-004,1556.800000,7.9180E-004,1556.800000,7.9180E-004
1556.850000,6.0490E-004,1556.850000,6.0490E-004,1556.850000,6.0490E-004
1556.900000,6.3360E-005,1556.900000,6.3360E-005,1556.900000,6.3360E-005
1556.950000,5.6380E-005,1556.950000,5.6380E-005,1556.950000,5.6380E-005
1557.000000,6.0790E-005,1557.000000,6.0790E-005,1557.000000,6.0790E-005
1557.050000,1.0310E-004,1557.050000,1.0310E-004,1557.050000,1.0310E-004
1557.100000,1.0100E-003,1557.100000,1.0100E-003,1557.100000,1.0100E-003
1557.150000,6.3730E-002,1557.150000,6.3730E-002,1557.150000,6.3730E-002
1557.200000,5.9330E-002,1557.200000,5.9330E-002,1557.200000,5.9330E-002
1557.250000,1.7150E-003,1557.250000,1.7150E-003,1557.250000,1.7150E-003
1557.300000,1.0180E-004,1557.300000,1.0180E-004,1557.300000,1.0180E-004
1557.350000,6.3040E-005,1557.350000,6.3040E-005,1557.350000,6.3040E-005
1557.400000,5.6140E-005,1557.400000,5.6140E-005,1557.400000,5.6140E-005
1557.450000,5.5140E-005,1557.450000,5.5140E-005,1557.450000,5.5140E-005
1557.500000,4.3620E-005,1557.500000,4.3620E-005,1557.500000,4.3620E-005
1557.550000,3.9850E-005,1557.550000,3.9850E-005,1557.550000,3.9850E-005
1557.600000,3.6730E-005,1557.600000,3.6730E-005,1557.600000,3.6730E-005
1557.650000,3.5020E-005,1557.650000,3.5020E-005,1557.650000,3.5020E-005
1557.700000,3.4510E-005,1557.700000,3.4510E-005,1557.700000,3.4510E-005
1557.750000,3.3370E-005,1557.750000,3.3370E-005,1557.750000,3.3370E-005
1557.800000,3.0260E-005,1557.800000,3.0260E-005,1557.800000,3.0260E-005
1557.850000,3.0030E-005,1557.850000,3.0030E-005,1557.850000,3.0030E-005
1557.900000,2.7400E-005,1557.900000,2.7400E-005,1557.900000,2.7400E-005
1557.950000,2.5430E-005,1557.950000,2.5430E-005,1557.950000,2.5430E-005
1558.000000,2.4050E-005,1558.000000,2.4050E-005,1558.000000,2.4050E-005
1558.050000,2.2690E-005,1558.050000,2.2690E-005,1558.050000,2.2690E-005
1558.100000,2.1810E-005,1558.100000,2.1810E-005,1558.100000,2.1810E-005
1558.150000,1.9910E-005,1558.150000,1.9910E-005,1558.150000,1.9910E-005
1558.200000,1.8910E-005,1558.200000,1.8910E-005,1558.200000,1.8910E-005
1558.250000,1.8010E-005,1558.250000,1.8010E-005,1558.250000,1.8010E-005
1558.300000,1.7520E-005,1558.300000,1.7520E-005,1558.300000,1.7520E-005
1558.350000,1.6420E-005,1558.350000,1.6420E-005,1558.350000,1.6420E-005
1558.400000,1.5610E-005,1558.400000,1.5610E-005,1558.400000,1.5610E-005
1558.450000,1.5270E-005,1558.450000,1.5270E-005,1558.450000,1.5270E-005
1558.500000,1.4390E-005,1558.500000,1.4390E-005,1558.500000,1.4390E-005
1558.550000,1.3550E-005,1558.550000,1.3550E-005,1558.550000,1.3550E-005
1558.600000,1.2580E-005,1558.600000,1.2580E-005,1558.600000,1.2580E-005
1558.650000,1.2020E-005,1558.650000,1.2020E-005,1558.650000,1.2020E-005
1558.700000,1.1270E-005,1558.700000,1.1270E-005,1558.700000,1.1270E-005
1558.750000,1.0520E-005,1558.750000,1.0520E-005,1558.750000,1.0520E-005
1558.800000,1.0240E-005,1558.800000,1.0240E-005,1558.800000,1.0240E-005
1558.850000,9.6850E-006,1558.850000,9.6850E-006,1558.850000,9.6850E-006
1558.900000,9.1390E-006,1558.900000,9.1390E-006,1558.900000,9.1390E-006
1558.950000,8.6690E-006,1558.950000,8.6690E-006,1558.950000,8.6690E-006
1559.000000,8.2490E-006,1559.000000,8.2490E-006,1559.000000,8.2490E-006
1559.050000,7.7860E-006,1559.050000,7.7860E-006,1559.050000,7.7860E-006
1559.100000,7.4660E-006,1559.100000,7.4660E-006,1559.100000,7.4660E-006
1559.150000,7.0890E-006,1559.150000,7.0890E-006,1559.150000,7.0890E-006
1559.200000,6.6780E-006,1559.200000,6.6780E-006,1559.200000,6.6780E-006
1559.250000,6.4190E-006,1559.250000,6.4190E-006,1559.250000,6.4190E-006
1559.300000,5.9280E-006,1559.300000,5.9280E-006,1559.300000,5.9280E-006
1559.350000,5.6120E-006,1559.350000,5.6120E-006,1559.350000,5.6120E-006
1559.400000,5.4870E-006,1559.400000,5.4870E-006,1559.400000,5.4870E-006
1559.450000,5.1690E-006,1559.450000,5.1690E-006,1559.450000,5.1690E-006
1559.500000,5.0120E-006,1559.500000,5.0120E-006,1559.500000,5.0120E-006
1559.550000,4.8550E-006,1559.550000,4.8550E-006,1559.550000,4.8550E-006
1559.600000,4.5700E-006,1559.600000,4.5700E-006,1559.600000,4.5700E-006
1559.650000,4.4610E-006,1559.650000,4.4610E-006,1559.650000,4.4610E-006
1559.700000,4.3120E-006,1559.700000,4.3120E-006,1559.700000,4.3120E-006
1559.750000,4.1010E-006,1559.750000,4.1010E-006,1559.750000,4.1010E-006
1559.800000,3.8750E-006,1559.800000,3.8750E-006,1559.800000,3.8750E-006
1559.850000,3.6500E-006,1559.850000,3.6500E-006,1559.850000,3.6500E-006
1559.900000,3.6040E-006,1559.900000,3.6040E-006,1559.900000,3.6040E-006
1559.950000,3.4240E-006,1559.950000,3.4240E-006,1559.950000,3.4240E-006
1560.000000,3.3420E-006,1560.000000,3.3420E-006,1560.000000,3.3420E-006
1560.050000,3.1290E-006,1560.050000,3.1290E-006,1560.050000,3.1290E-006
1560.100000,3.0250E-006,1560.100000,3.0250E-006,1560.100000,3.0250E-006
1560.150000,2.9140E-006,1560.150000,2.9140E-006,1560.150000,2.9140E-006
1560.200000,2.7880E-006,1560.200000,2.7880E-006,1560.200000,2.7880E-006
1560.250000,2.8210E-006,1560.250000,2.8210E-006,1560.250000,2.8210E-006
1560.300000,2.5570E-006,1560.300000,2.5570E-006,1560.300000,2.5570E-006
1560.350000,2.5000E-006,1560.350000,2.5000E-006,1560.350000,2.5000E-006
1560.400000,2.4790E-006,1560.400000,2.4790E-006,1560.400000,2.4790E-006
1560.450000,2.3270E-006,1560.450000,2.3270E-006,1560.450000,2.3270E-006
1560.500000,2.3880E-006,1560.500000,2.3880E-006,1560.500000,2.3880E-006
1560.550000,2.1010E-006,1560.550000,2.1010E-006,1560.550000,2.1010E-006
1560.600000,2.1730E-006,1560.600000,2.1730E-006,1560.600000,2.1730E-006
1560.650000,2.0630E-006,1560.650000,2.0630E-006,1560.650000,2.0630E-006
1560.700000,1.9290E-006,1560.700000,1.9290E-006,1560.700000,1.9290E-006
1560.750000,1.8560E-006,1560.750000,1.8560E-006,1560.750000,1.8560E-006
1560.800000,1.8250E-006,1560.800000,1.8250E-006,1560.800000,1.8250E-006
1560.850000,1.8170E-006,1560.850000,1.8170E-006,1560.850000,1.8170E-006
1560.900000,1.6870E-006,1560.900000,1.6870E-006,1560.900000,1.6870E-006
1560.950000,1.6470E-006,1560.950000,1.6470E-006,1560.950000,1.6470E-006
1561.000000,1.5050E-006,1561.000000,1.5050E-006,1561.000000,1.5050E-006
1561.050000,1.5690E-006,1561.050000,1.5690E-006,1561.050000,1.5690E-006
1561.100000,1.4670E-006,1561.100000,1.4670E-006,1561.100000,1.4670E-006
1561.150000,1.4170E-006,1561.150000,1.4170E-006,1561.150000,1.4170E-006
1561.200000,1.3940E-006,1561.200000,1.3940E-006,1561.200000,1.3940E-006
1561.250000,1.2720E-006,1561.250000,1.2720E-006,1561.250000,1.2720E-006
1561.300000,1.3340E-006,1561.300000,1.3340E-006,1561.300000,1.3340E-006
1561.350000,1.3150E-006,1561.350000,1.3150E-006,1561.350000,1.3150E-006
1561.400000,1.1060E-006,1561.400000,1.1060E-006,1561.400000,1.1060E-006
1561.450000,1.1200E-006,1561.450000,1.1200E-006,1561.450000,1.1200E-006
1561.500000,1.1900E-006,1561.500000,1.1900E-006,1561.500000,1.1900E-006
1561.550000,1.2130E-006,1561.550000,1.2130E-006,1561.550000,1.2130E-006
1561.600000,1.0910E-006,1561.600000,1.0910E-006,1561.600000,1.0910E-006
1561.650000,1.0250E-006,1561.650000,1.0250E-006,1561.650000,1.0250E-006
1561.700000,1.0490E-006,1561.700000,1.0490E-006,1561.700000,1.0490E-006
1561.750000,9.7910E-007,1561.750000,9.7910E-007,1561.750000,9.7910E-007
1561.800000,1.0730E-006,1561.800000,1.0730E-006,1561.800000,1.0730E-006
1561.850000,9.9240E-007,1561.850000,9.9240E-007,1561.850000,9.9240E-007
1561.900000,1.0260E-006,1561.900000,1.0260E-006,1561.900000,1.0260E-006
1561.950000,9.0140E-007,1561.950000,9.0140E-007,1561.950000,9.0140E-007
1562.000000,7.7370E-007,1562.000000,7.7370E-007,1562.000000,7.7370E-007
1562.050000,8.4920E-007,1562.050000,8.4920E-007,1562.050000,8.4920E-007
1562.100000,7.9400E-007,1562.100000,7.9400E-007,1562.100000,7.9400E-007
1562.150000,7.4680E-007,1562.150000,7.4680E-007,1562.150000,7.4680E-007
1562.200000,7.8870E-007,1562.200000,7.8870E-007,1562.200000,7.8870E-007
1562.250000,7.3250E-007,1562.250000,7.3250E-007,1562.250000,7.3250E-007
1562.300000,7.7230E-007,1562.300000,7.7230E-007,1562.300000,7.7230E-007
1562.350000,7.2840E-007,1562.350000,7.2840E-007,1562.350000,7.2840E-007
1562.400000,6.6290E-007,1562.400000,6.6290E-007,1562.400000,6.6290E-007
1562.450000,6.4040E-007,1562.450000,6.4040E-007,1562.450000,6.4040E-007
1562.500000,6.5920E-007,1562.500000,6.5920E-007,1562.500000,6.5920E-007
1562.550000,6.0500E-007,1562.550000,6.0500E-007,1562.550000,6.0500E-007
1562.600000,7.1430E-007,1562.600000,7.1430E-007,1562.600000,7.1430E-007
1562.650000,6.6330E-007,1562.650000,6.6330E-007,1562.650000,6.6330E-007
1562.700000,5.1200E-007,1562.700000,5.1200E-007,1562.700000,5.1200E-007
1562.750000,5.6310E-007,1562.750000,5.6310E-007,1562.750000,5.6310E-007
1562.800000,5.1100E-007,1562.800000,5.1100E-007,1562.800000,5.1100E-007
1562.850000,5.7990E-007,1562.850000,5.7990E-007,1562.850000,5.7990E-007
1562.900000,4.9710E-007,1562.900000,4.9710E-007,1562.900000,4.9710E-007
1562.950000,5.1960E-007,1562.950000,5.1960E-007,1562.950000,5.1960E-007
1563.000000,5.8500E-007,1563.000000,5.8500E-007,1563.000000,5.8500E-007
1563.050000,6.0240E-007,1563.050000,6.0240E-007,1563.050000,6.0240E-007
1563.100000,6.4360E-007,1563.100000,6.4360E-007,1563.100000,6.4360E-007
1563.150000,5.9810E-007,1563.150000,5.9810E-007,1563.150000,5.9810E-007
1563.200000,5.7450E-007,1563.200000,5.7450E-007,1563.200000,5.7450E-007
1563.250000,5.9290E-007,1563.250000,5.9290E-007,1563.250000,5.9290E-007
1563.300000,6.1430E-007,1563.300000,6.1430E-007,1563.300000,6.1430E-007
1563.350000,6.1390E-007,1563.350000,6.1390E-007,1563.350000,6.1390E-007
1563.400000,5.5410E-007,1563.400000,5.5410E-007,1563.400000,5.5410E-007
1563.450000,5.9100E-007,1563.450000,5.9100E-007,1563.450000,5.9100E-007
1563.500000,5.1240E-007,1563.500000,5.1240E-007,1563.500000,5.1240E-007
1563.550000,5.3210E-007,1563.550000,5.3210E-007,1563.550000,5.3210E-007
1563.600000,5.1640E-007,1563.600000,5.1640E-007,1563.600000,5.1640E-007
1563.650000,4.4490E-007,1563.650000,4.4490E-007,1563.650000,4.4490E-007
1563.700000,4.9340E-007,1563.700000,4.9340E-007,1563.700000,4.9340E-007
1563.750000,4.8350E-007,1563.750000,4.8350E-007,1563.750000,4.8350E-007
1563.800000,4.4210E-007,1563.800000,4.4210E-007,1563.800000,4.4210E-007
1563.850000,4.3810E-007,1563.850000,4.3810E-007,1563.850000,4.3810E-007
1563.900000,4.7110E-007,1563.900000,4.7110E-007,1563.900000,4.7110E-007
1563.950000,4.3760E-007,1563.950000,4.3760E-007,1563.950000,4.3760E-007
1564.000000,4.2570E-007,1564.000000,4.2570E-007,1564.000000,4.2570E-007
1564.050000,4.5540E-007,1564.050000,4.5540E-007,1564.050000,4.5540E-007
1564.100000,4.3690E-007,1564.100000,4.3690E-007,1564.100000,4.3690E-007
1564.150000,4.1210E-007,1564.150000,4.1210E-007,1564.150000,4.1210E-007
1564.200000,4.1280E-007,1564.200000,4.1280E-007,1564.200000,4.1280E-007
1564.250000,4.0980E-007,1564.250000,4.0980E-007,1564.250000,4.0980E-007
1564.300000,3.7000E-007,1564.300000,3.7000E-007,1564.300000,3.7000E-007
1564.350000,4.2110E-007,1564.350000,4.2110E-007,1564.350000,4.2110E-007
1564.400000,3.6120E-007,1564.400000,3.6120E-007,1564.400000,3.6120E-007
1564.450000,3.8170E-007,1564.450000,3.8170E-007,1564.450000,3.8170E-007
1564.500000,3.9830E-007,1564.500000,3.9830E-007,1564.500000,3.9830E-007
1564.550000,2.9710E-007,1564.550000,2.9710E-007,1564.550000,2.9710E-007
1564.600000,3.5940E-007,1564.600000,3.5940E-007,1564.600000,3.5940E-007
1564.650000,3.2130E-007,1564.650000,3.2130E-007,1564.650000,3.2130E-007
1564.700000,3.9920E-007,1564.700000,3.9920E-007,1564.700000,3.9920E-007
1564.750000,4.0470E-007,1564.750000,4.0470E-007,1564.750000,4.0470E-007
1564.800000,3.7740E-007,1564.800000,3.7740E-007,1564.800000,3.7740E-007
1564.850000,3.6380E-007,1564.850000,3.6380E-007,1564.850000,3.6380E-007
1564.900000,3.6410E-007,1564.900000,3.6410E-007,1564.900000,3.6410E-007
1564.950000,3.4420E-007,1564.950000,3.4420E-007,1564.950000,3.4420E-007
1565.000000,3.7290E-007,1565.000000,3.7290E-007,1565.000000,3.7290E-007
1565.050000,2.9020E-007,1565.050000,2.9020E-007,1565.050000,2.9020E-007
1565.100000,2.4030E-007,1565.100000,2.4030E-007,1565.100000,2.4030E-007
1565.150000,3.0160E-007,1565.150000,3.0160E-007,1565.150000,3.0160E-007
1565.200000,3.0980E-007,1565.200000,3.0980E-007,1565.200000,3.0980E-007
1565.250000,2.7060E-007,1565.250000,2.7060E-007,1565.250000,2.7060E-007
1565.300000,3.2010E-007,1565.300000,3.2010E-007,1565.300000,3.2010E-007
1565.350000,2.8250E-007,1565.350000,2.8250E-007,1565.350000,2.8250E-007
1565.400000,2.8090E-007,1565.400000,2.8090E-007,1565.400000,2.8090E-007
1565.450000,3.2370E-007,1565.450000,3.2370E-007,1565.450000,3.2370E-007
1565.500000,2.9050E-007,1565.500000,2.9050E-007,1565.500000,2.9050E-007
1565.550000,2.6810E-007,1565.550000,2.6810E-007,1565.550000,2.6810E-007
1565.600000,3.1150E-007,1565.600000,3.1150E-007,1565.600000,3.1150E-007
1565.650000,3.0010E-007,1565.650000,3.0010E-007,1565.650000,3.0010E-007
1565.700000,2.7040E-007,1565.700000,2.7040E-007,1565.700000,2.7040E-007
1565.750000,2.6880E-007,1565.750000,2.6880E-007,1565.750000,2.6880E-007
1565.800000,2.5160E-007,1565.800000,2.5160E-007,1565.800000,2.5160E-007
1565.850000,2.9070E-007,1565.850000,2.9070E-007,1565.850000,2.9070E-007
1565.900000,2.0780E-007,1565.900000,2.0780E-007,1565.900000,2.0780E-007
1565.950000,2.4290E-007,1565.950000,2.4290E-007,1565.950000,2.4290E-007
1566.000000,2.4050E-007,1566.000000,2.4050E-007,1566.000000,2.4050E-007
1566.050000,2.3050E-007,1566.050000,2.3050E-007,1566.050000,2.3050E-007
1566.100000,2.4310E-007,1566.100000,2.4310E-007,1566.100000,2.4310E-007
1566.150000,2.3050E-007,1566.150000,2.3050E-007,1566.150000,2.3050E-007
1566.200000,2.3600E-007,1566.200000,2.3600E-007,1566.200000,2.3600E-007
1566.250000,1.9660E-007,1566.250000,1.9660E-007,1566.250000,1.9660E-007
1566.300000,2.1160E-007,1566.300000,2.1160E-007,1566.300000,2.1160E-007
1566.350000,2.4120E-007,1566.350000,2.4120E-007,1566.350000,2.4120E-007
1566.400000,1.8380E-007,1566.400000,1.8380E-007,1566.400000,1.8380E-007
1566.450000,2.3780E-007,1566.450000,2.3780E-007,1566.450000,2.3780E-007
1566.500000,2.3980E-007,1566.500000,2.3980E-007,1566.500000,2.3980E-007
1566.550000,2.5960E-007,1566.550000,2.5960E-007,1566.550000,2.5960E-007
1566.600000,1.6740E-007,1566.600000,1.6740E-007,1566.600000,1.6740E-007
1566.650000,2.3470E-007,1566.650000,2.3470E-007,1566.650000,2.3470E-007
1566.700000,1.6920E-007,1566.700000,1.6920E-007,1566.700000,1.6920E-007
1566.750000,1.9550E-007,1566.750000,1.9550E-007,1566.750000,1.9550E-007
1566.800000,1.6120E-007,1566.800000,1.6120E-007,1566.800000,1.6120E-007
1566.850000,1.4640E-007,1566.850000,1.4640E-007,1566.850000,1.4640E-007
1566.900000,1.9220E-007,1566.900000,1.9220E-007,1566.900000,1.9220E-007
1566.950000,1.9280E-007,1566.950000,1.9280E-007,1566.950000,1.9280E-007
1567.000000,1.9260E-007,1567.000000,1.9260E-007,1567.000000,1.9260E-007
1567.050000,2.2460E-007,1567.050000,2.2460E-007,1567.050000,2.2460E-007
1567.100000,2.0600E-007,1567.100000,2.0600E-007,1567.100000,2.0600E-007
1567.150000,2.1760E-007,1567.150000,2.1760E-007,1567.150000,2.1760E-007
1567.200000,1.5540E-007,1567.200000,1.5540E-007,1567.200000,1.5540E-007
1567.250000,2.0100E-007,1567.250000,2.0100E-007,1567.250000,2.0100E-007
1567.300000,1.8490E-007,1567.300000,1.8490E-007,1567.300000,1.8490E-007
1567.350000,1.8980E-007,1567.350000,1.8980E-007,1567.350000,1.8980E-007
1567.400000,2.1120E-007,1567.400000,2.1120E-007,1567.400000,2.1120E-007
1567.450000,1.6410E-007,1567.450000,1.6410E-007,1567.450000,1.6410E-007
1567.500000,2.1300E-007,1567.500000,2.1300E-007,1567.500000,2.1300E-007
1567.550000,1.7610E-007,1567.550000,1.7610E-007,1567.550000,1.7610E-007
1567.600000,1.3940E-007,1567.600000,1.3940E-007,1567.600000,1.3940E-007
1567.650000,1.7230E-007,1567.650000,1.7230E-007,1567.650000,1.7230E-007
1567.700000,1.5090E-007,1567.700000,1.5090E-007,1567.700000,1.5090E-007
1567.750000,1.7930E-007,1567.750000,1.7930E-007,1567.750000,1.7930E-007
1567.800000,1.3720E-007,1567.800000,1.3720E-007,1567.800000,1.3720E-007
1567.850000,1.7840E-007,1567.850000,1.7840E-007,1567.850000,1.7840E-007
1567.900000,1.3030E-007,1567.900000,1.3030E-007,1567.900000,1.3030E-007
1567.950000,1.8620E-007,1567.950000,1.8620E-007,1567.950000,1.8620E-007
1568.000000,1.7990E-007,1568.000000,1.7990E-007,1568.000000,1.7990E-007
1568.050000,1.3730E-007,1568.050000,1.3730E-007,1568.050000,1.3730E-007
1568.100000,1.1010E-007,1568.100000,1.1010E-007,1568.100000,1.1010E-007
1568.150000,1.5610E-007,1568.150000,1.5610E-007,1568.150000,1.5610E-007
1568.200000,1.4790E-007,1568.200000,1.4790E-007,1568.200000,1.4790E-007
1568.250000,1.6020E-007,1568.250000,1.6020E-007,1568.250000,1.6020E-007
1568.300000,1.5970E-007,1568.300000,1.5970E-007,1568.300000,1.5970E-007
1568.350000,1.0940E-007,1568.350000,1.0940E-007,1568.350000,1.0940E-007
1568.400000,1.4480E-007,1568.400000,1.4480E-007,1568.400000,1.4480E-007
1568.450000,1.9160E-007,1568.450000,1.9160E-007,1568.450000,1.9160E-007
1568.500000,1.5810E-007,1568.500000,1.5810E-007,1568.500000,1.5810E-007
1568.550000,1.3030E-007,1568.550000,1.3030E-007,1568.550000,1.3030E-007
1568.600000,1.2700E-007,1568.600000,1.2700E-007,1568.600000,1.2700E-007
1568.650000,1.7890E-007,1568.650000,1.7890E-007,1568.650000,1.7890E-007
1568.700000,1.3740E-007,1568.700000,1.3740E-007,1568.700000,1.3740E-007
1568.750000,1.5170E-007,1568.750000,1.5170E-007,1568.750000,1.5170E-007
1568.800000,1.6550E-007,1568.800000,1.6550E-007,1568.800000,1.6550E-007
1568.850000,1.6270E-007,1568.850000,1.6270E-007,1568.850000,1.6270E-007
1568.900000,5.5980E-008,1568.900000,5.5980E-008,1568.900000,5.5980E-008
1568.950000,1.3150E-007,1568.950000,1.3150E-007,1568.950000,1.3150E-007
1569.000000,1.3330E-007,1569.000000,1.3330E-007,1569.000000,1.3330E-007
1569.050000,1.3080E-007,1569.050000,1.3080E-007,1569.050000,1.3080E-007
1569.100000,1.6590E-007,1569.100000,1.6590E-007,1569.100000,1.6590E-007
1569.150000,1.1280E-007,1569.150000,1.1280E-007,1569.150000,1.1280E-007
1569.200000,1.2170E-007,1569.200000,1.2170E-007,1569.200000,1.2170E-007
1569.250000,1.0440E-007,1569.250000,1.0440E-007,1569.250000,1.0440E-007
1569.300000,1.7600E-007,1569.300000,1.7600E-007,1569.300000,1.7600E-007
1569.350000,1.0590E-007,1569.350000,1.0590E-007,1569.350000,1.0590E-007
1569.400000,7.3320E-008,1569.400000,7.3320E-008,1569.400000,7.3320E-008
1569.450000,1.4080E-007,1569.450000,1.4080E-007,1569.450000,1.4080E-007
1569.500000,1.1440E-007,1569.500000,1.1440E-007,1569.500000,1.1440E-007
1569.550000,1.6250E-007,1569.550000,1.6250E-007,1569.550000,1.6250E-007
1569.600000,8.8780E-008,1569.600000,8.8780E-008,1569.600000,8.8780E-008
1569.650000,7.9220E-008,1569.650000,7.9220E-008,1569.650000,7.9220E-008
1569.700000,1.4300E-007,1569.700000,1.4300E-007,1569.700000,1.4300E-007
1569.750000,1.4010E-007,1569.750000,1.4010E-007,1569.750000,1.4010E-007
1569.800000,7.2680E-008,1569.800000,7.2680E-008,1569.800000,7.2680E-008
1569.850000,1.3610E-007,1569.850000,1.3610E-007,1569.850000,1.3610E-007
1569.900000,1.2860E-007,1569.900000,1.2860E-007,1569.900000,1.2860E-007
1569.950000,8.5120E-008,1569.950000,8.5120E-008,1569.950000,8.5120E-008
1570.000000,1.1220E-007,1570.000000,1.1220E-007,1570.000000,1.1220E-007
1570.050000,1.0020E-007,1570.050000,1.0020E-007,1570.050000,1.0020E-007
1570.100000,1.2270E-007,1570.100000,1.2270E-007,1570.100000,1.2270E-007
1570.150000,6.1750E-008,1570.150000,6.1750E-008,1570.150000,6.1750E-008
1570.200000,7.1600E-008,1570.200000,7.1600E-008,1570.200000,7.1600E-008
1570.250000,1.5290E-007,1570.250000,1.5290E-007,1570.250000,1.5290E-007
1570.300000,5.9320E-008,1570.300000,5.9320E-008,1570.300000,5.9320E-008
1570.350000,7.4160E-008,1570.350000,7.4160E-008,1570.350000,7.4160E-008
1570.400000,1.3670E-007,1570.400000,1.3670E-007,1570.400000,1.3670E-007
1570.450000,1.1000E-007,1570.450000,1.1000E-007,1570.450000,1.1000E-007
1570.500000,1.2080E-007,1570.500000,1.2080E-007,1570.500000,1.2080E-007
1570.550000,1.8390E-007,1570.550000,1.8390E-007,1570.550000,1.8390E-007
1570.600000,1.0680E-008,1570.600000,1.0680E-008,1570.600000,1.0680E-008
1570.650000,1.3720E-007,1570.650000,1.3720E-007,1570.650000,1.3720E-007
1570.700000,7.9520E-008,1570.700000,7.9520E-008,1570.700000,7.9520E-008
1570.750000,9.1690E-008,1570.750000,9.1690E-008,1570.750000,9.1690E-008
1570.800000,1.0200E-007,1570.800000,1.0200E-007,1570.800000,1.0200E-007
1570.850000,6.9080E-008,1570.850000,6.9080E-008,1570.850000,6.9080E-008
1570.900000,9.4800E-008,1570.900000,9.4800E-008,1570.900000,9.4800E-008
1570.950000,7.9520E-008,1570.950000,7.9520E-008,1570.950000,7.9520E-008
1571.000000,1.0920E-007,1571.000000,1.0920E-007,1571.000000,1.0920E-007
1571.050000,7.7510E-008,1571.050000,7.7510E-008,1571.050000,7.7510E-008
1571.100000,8.2880E-008,1571.100000,8.2880E-008,1571.100000,8.2880E-008
1571.150000,1.0920E-007,1571.150000,1.0920E-007,1571.150000,1.0920E-007
1571.200000,7.5960E-008,1571.200000,7.5960E-008,1571.200000,7.5960E-008
